"country","indicator","sitc-industry","Unit","Date","Value"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1978","0.88930488"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1979","0.89103472"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1980","0.87821788"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","0.88692826"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","0.88518059"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1983","0.89447862"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1984","0.89324391"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","0.89497602"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","0.89785987"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","0.90635294"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1988","0.8985638"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1989","0.89000762"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1990","0.90573239"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1991","0.90114683"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1992","0.89886141"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1993","0.90584284"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","0.89538634"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.89623243"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","0.90635276"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.90433013"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.90217978"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.89513284"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.89180326"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.88996983"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.88863564"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.88496381"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.88946003"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.88999194"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.89045316"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.90201217"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.89485222"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.90548104"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.9056108"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.91042626"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.9162541"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.91432947"
"Turkey","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.91923642"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1981","0.63702756"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1982","0.61360645"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1983","0.69000334"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1984","0.60983932"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1985","0.70247179"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1986","0.48215595"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1987","0.76818198"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1988","0.7470355"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1989","0.74214417"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1990","0.73608524"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1991","0.79631805"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1992","0.85654521"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1993","0.74910402"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1994","0.74481058"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","0.82850665"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1996","0.80678469"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1997","0.64773792"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","0.70531231"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.69133341"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.65735203"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","0.69557256"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.70439428"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.73957229"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.59329033"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","0.69843507"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","0.72207487"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.8354373"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.82461566"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","0.89315182"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.8860361"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.8132571"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.79022706"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.83931071"
"Turkey","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.81016016"
"Turkey","Quality Index","Aluminium","Index","1970","0.90232456"
"Turkey","Quality Index","Aluminium","Index","1971","0.91516501"
"Turkey","Quality Index","Aluminium","Index","1972","0.91434646"
"Turkey","Quality Index","Aluminium","Index","1973","0.8994534"
"Turkey","Quality Index","Aluminium","Index","1974","0.90477419"
"Turkey","Quality Index","Aluminium","Index","1975","0.91208845"
"Turkey","Quality Index","Aluminium","Index","1976","0.90850097"
"Turkey","Quality Index","Aluminium","Index","1977","0.9131279"
"Turkey","Quality Index","Aluminium","Index","1978","0.9091807"
"Turkey","Quality Index","Aluminium","Index","1979","0.90482002"
"Turkey","Quality Index","Aluminium","Index","1980","0.8927505"
"Turkey","Quality Index","Aluminium","Index","1981","0.91172928"
"Turkey","Quality Index","Aluminium","Index","1982","0.89531779"
"Turkey","Quality Index","Aluminium","Index","1983","0.89356017"
"Turkey","Quality Index","Aluminium","Index","1984","0.90827459"
"Turkey","Quality Index","Aluminium","Index","1985","0.9238888"
"Turkey","Quality Index","Aluminium","Index","1986","0.91425991"
"Turkey","Quality Index","Aluminium","Index","1987","0.91348583"
"Turkey","Quality Index","Aluminium","Index","1988","0.90335625"
"Turkey","Quality Index","Aluminium","Index","1989","0.87120461"
"Turkey","Quality Index","Aluminium","Index","1990","0.89359599"
"Turkey","Quality Index","Aluminium","Index","1991","0.90073192"
"Turkey","Quality Index","Aluminium","Index","1992","0.90806496"
"Turkey","Quality Index","Aluminium","Index","1993","0.8850711"
"Turkey","Quality Index","Aluminium","Index","1994","0.87798738"
"Turkey","Quality Index","Aluminium","Index","1995","0.89937955"
"Turkey","Quality Index","Aluminium","Index","1996","0.89168185"
"Turkey","Quality Index","Aluminium","Index","1997","0.9137547"
"Turkey","Quality Index","Aluminium","Index","1998","0.87134463"
"Turkey","Quality Index","Aluminium","Index","1999","0.85771328"
"Turkey","Quality Index","Aluminium","Index","2000","0.87827528"
"Turkey","Quality Index","Aluminium","Index","2001","0.88713366"
"Turkey","Quality Index","Aluminium","Index","2002","0.88938022"
"Turkey","Quality Index","Aluminium","Index","2003","0.89152145"
"Turkey","Quality Index","Aluminium","Index","2004","0.89717418"
"Turkey","Quality Index","Aluminium","Index","2005","0.895208"
"Turkey","Quality Index","Aluminium","Index","2006","0.88163465"
"Turkey","Quality Index","Aluminium","Index","2007","0.90280378"
"Turkey","Quality Index","Aluminium","Index","2008","0.90427524"
"Turkey","Quality Index","Aluminium","Index","2009","0.92529923"
"Turkey","Quality Index","Aluminium","Index","2010","0.92207921"
"Turkey","Quality Index","Aluminium","Index","2011","0.91947514"
"Turkey","Quality Index","Aluminium","Index","2012","0.92311782"
"Turkey","Quality Index","Aluminium","Index","2013","0.92803818"
"Turkey","Quality Index","Aluminium","Index","2014","0.93464708"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1976","0.90337992"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1977","0.88979059"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1979","0.86740762"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1980","0.86999059"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1981","0.8643176"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1982","0.89633435"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1983","0.89467263"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1984","0.91417313"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1985","0.97081381"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1986","0.94192547"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1987","0.94839966"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1988","0.84782135"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1989","0.93282616"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1990","0.91710013"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1991","0.89285535"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1992","0.88539922"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1993","0.88373554"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1994","0.81372595"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1995","0.84862679"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1998","0.92329335"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","1999","0.81734806"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2000","0.85463178"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2003","0.93601209"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2006","0.9112491"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2007","0.88876545"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2008","0.87961656"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2009","0.92672235"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2010","0.8961634"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2011","0.85830027"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2012","0.88717759"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2013","0.93184417"
"Turkey","Quality Index","Bauxite and concentrates of aluminium","Index","2014","0.9014715"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.82531863"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.86087781"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.84498364"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.87998438"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","0.485349"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.57795429"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.56262016"
"Turkmenistan","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.57022274"
"Turkmenistan","Quality Index","Aluminium","Index","1997","0.83888298"
"Turkmenistan","Quality Index","Aluminium","Index","1998","0.61942011"
"Turkmenistan","Quality Index","Aluminium","Index","1999","0.85325801"
"Turkmenistan","Quality Index","Aluminium","Index","2000","0.90116394"
"Turkmenistan","Quality Index","Aluminium","Index","2002","0.58368832"
"Turkmenistan","Quality Index","Aluminium","Index","2003","0.56857723"
"Turkmenistan","Quality Index","Aluminium","Index","2004","0.58097655"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.52930361"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.52762109"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.54115653"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.46311349"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.5032745"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.50121117"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.56393152"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.57511741"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.55206627"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.51740235"
"Uganda","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.57275689"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","1970","0.75131655"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.64640385"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.68972319"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.72611719"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.72525543"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.72943097"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.72169107"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.71518457"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.73283499"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.7402851"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.73072237"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.72357053"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.73053873"
"Uganda","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.73357165"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1972","0.44472909"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.25249022"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.72770929"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","0.73947906"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.75528067"
"Uganda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.74379665"
"Uganda","Quality Index","Aluminium","Index","1970","0.75891191"
"Uganda","Quality Index","Aluminium","Index","1972","0.45491523"
"Uganda","Quality Index","Aluminium","Index","2000","0.66196156"
"Uganda","Quality Index","Aluminium","Index","2001","0.7005229"
"Uganda","Quality Index","Aluminium","Index","2004","0.73981106"
"Uganda","Quality Index","Aluminium","Index","2005","0.73652542"
"Uganda","Quality Index","Aluminium","Index","2006","0.74127495"
"Uganda","Quality Index","Aluminium","Index","2007","0.49221709"
"Uganda","Quality Index","Aluminium","Index","2008","0.72946435"
"Uganda","Quality Index","Aluminium","Index","2009","0.74951541"
"Uganda","Quality Index","Aluminium","Index","2010","0.75662291"
"Uganda","Quality Index","Aluminium","Index","2011","0.74317628"
"Uganda","Quality Index","Aluminium","Index","2012","0.73892212"
"Uganda","Quality Index","Aluminium","Index","2013","0.74585444"
"Uganda","Quality Index","Aluminium","Index","2014","0.75186002"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","0.70510656"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","0.65078652"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","0.53181392"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.72029263"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","0.70351714"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.64002734"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.63475192"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.6321367"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.64820081"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.67062229"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.68857706"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.69394445"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.62049115"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.63763642"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.69749063"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.56973982"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.67540234"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.7386443"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.77553624"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.74490392"
"Ukraine","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.70307231"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","0.87343472"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.86047125"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","0.84918666"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.83434254"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.83284777"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.82029903"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.81716758"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.81689203"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.84156823"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.84506881"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.85888922"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.85871851"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.85717815"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.87219226"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.86908543"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.8624531"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.86262172"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.87066728"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.87247729"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.87031639"
"Ukraine","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.87437212"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1993","0.53761035"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1994","0.62707675"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","0.52982301"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1996","0.53427351"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1997","0.62428385"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","0.58457369"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.74285358"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.66481984"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","0.67907858"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.69674706"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.56757504"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.62434793"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","0.67108947"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","0.63278627"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.65440369"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.68638605"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","0.73838037"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.54742736"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.58667308"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.46982139"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.49071357"
"Ukraine","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.48308209"
"Ukraine","Quality Index","Aluminium","Index","1993","0.54565507"
"Ukraine","Quality Index","Aluminium","Index","1994","0.65025699"
"Ukraine","Quality Index","Aluminium","Index","1995","0.54456466"
"Ukraine","Quality Index","Aluminium","Index","1996","0.55982602"
"Ukraine","Quality Index","Aluminium","Index","1997","0.63814539"
"Ukraine","Quality Index","Aluminium","Index","1998","0.5915758"
"Ukraine","Quality Index","Aluminium","Index","1999","0.75195831"
"Ukraine","Quality Index","Aluminium","Index","2000","0.6832822"
"Ukraine","Quality Index","Aluminium","Index","2001","0.69062984"
"Ukraine","Quality Index","Aluminium","Index","2002","0.70906496"
"Ukraine","Quality Index","Aluminium","Index","2003","0.57962048"
"Ukraine","Quality Index","Aluminium","Index","2004","0.64445615"
"Ukraine","Quality Index","Aluminium","Index","2005","0.68912154"
"Ukraine","Quality Index","Aluminium","Index","2006","0.65854412"
"Ukraine","Quality Index","Aluminium","Index","2007","0.68002707"
"Ukraine","Quality Index","Aluminium","Index","2008","0.72274482"
"Ukraine","Quality Index","Aluminium","Index","2009","0.76874393"
"Ukraine","Quality Index","Aluminium","Index","2010","0.61889488"
"Ukraine","Quality Index","Aluminium","Index","2011","0.66640925"
"Ukraine","Quality Index","Aluminium","Index","2012","0.65754062"
"Ukraine","Quality Index","Aluminium","Index","2013","0.6586383"
"Ukraine","Quality Index","Aluminium","Index","2014","0.61024511"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","1997","0.75156999"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","1999","0.79199135"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2000","0.75748098"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2001","0.75206214"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2002","0.65784043"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2003","0.73153615"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2004","0.81195712"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2005","0.82122225"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2006","0.84103417"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2007","0.84866124"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2008","0.87643707"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2009","0.87398732"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2010","0.81412327"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2011","0.79898214"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2012","0.77117068"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2013","0.857701"
"Ukraine","Quality Index","Bauxite and concentrates of aluminium","Index","2014","0.86941671"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1971","1.5101508"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1972","1.454856"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1973","1.3340676"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1975","1.4058598"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1976","1.3979616"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","1.3408022"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1978","1.4436916"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","1.3847641"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1980","1.3522868"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1981","1.3431814"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1982","1.3692048"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1983","1.34316"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1984","1.3219547"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1985","1.3175482"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1986","1.2494626"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1987","1.1741879"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1988","1.2162226"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1989","1.19686"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1990","1.2802143"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1991","1.2486523"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1992","1.211164"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1993","1.1778502"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","1.1873695"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","1.2210953"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","1.1692919"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","1.0919911"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","1.0673738"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","1.093257"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","1.1116338"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","1.153152"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","1.0983642"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","1.124395"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","1.0565037"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","1.0146784"
"United Arab Emirates","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","1.0051118"
